version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.42 172.31.50.209 53507 3068 6 1 40 1615904342 1615904398 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.115 172.31.50.209 42603 59609 6 1 40 1615904342 1615904398 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 162.142.125.147 172.31.50.209 18691 12491 6 1 44 1615904342 1615904398 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.42 172.31.50.209 53507 3087 6 1 40 1615904342 1615904398 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 193.27.229.86 172.31.50.209 53424 10101 6 1 40 1615904342 1615904398 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 45.155.205.119 172.31.50.209 8080 2048 6 1 40 1615904342 1615904398 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 162.142.125.144 172.31.50.209 9978 16067 6 1 44 1615904103 1615904157 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 162.142.125.155 172.31.50.209 28219 10046 6 1 44 1615904103 1615904157 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.151 172.31.50.209 49818 16090 6 1 40 1615904103 1615904157 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 45.146.165.216 172.31.50.209 53398 25699 6 1 40 1615904103 1615904157 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 180.231.93.112 172.31.50.209 29410 23 6 1 40 1615904103 1615904157 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 45.145.67.74 172.31.50.209 53438 39527 6 1 40 1615904103 1615904157 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 185.153.197.142 172.31.50.209 42853 33890 6 1 40 1615904103 1615904157 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.19 172.31.50.209 41945 59620 6 1 40 1615904103 1615904157 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 192.241.228.136 172.31.50.209 47721 2000 6 1 40 1615904103 1615904157 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 193.27.229.86 172.31.50.209 53424 5901 6 1 40 1615904159 1615904217 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 45.146.165.216 172.31.50.209 53398 4400 6 1 40 1615904159 1615904217 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 34.242.224.54 172.31.50.209 49980 11211 17 1 45 1615904159 1615904217 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.118 172.31.50.209 41345 59624 6 1 40 1615904159 1615904217 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 162.142.125.153 172.31.50.209 18500 18104 6 1 44 1615904159 1615904217 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 89.248.165.119 172.31.50.209 41267 5836 6 1 40 1615904159 1615904217 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 162.142.125.154 172.31.50.209 10448 3110 6 1 44 1615904159 1615904217 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 45.146.165.216 172.31.50.209 53398 25870 6 1 40 1615904159 1615904217 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.30 172.31.50.209 44096 778 6 1 40 1615904159 1615904217 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.112 172.31.50.209 58526 59652 6 1 40 1615904159 1615904217 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 185.153.197.32 172.31.50.209 53453 22697 6 1 40 1615904223 1615904277 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.151 172.31.50.209 49818 16032 6 1 40 1615904223 1615904277 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.116 172.31.50.209 59906 59632 6 1 40 1615904223 1615904277 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 162.142.125.94 172.31.50.209 35192 12133 6 1 44 1615904223 1615904277 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 162.142.125.155 172.31.50.209 15463 20182 6 1 44 1615904223 1615904277 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 104.206.128.46 172.31.50.209 63962 123 17 1 76 1615904223 1615904277 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 185.236.11.8 172.31.50.209 40933 18649 6 1 40 1615904223 1615904277 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 185.236.11.30 172.31.50.209 50157 3950 6 1 40 1615904285 1615904338 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 193.27.229.86 172.31.50.209 53424 5874 6 1 40 1615904285 1615904338 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 194.147.140.19 172.31.50.209 41945 59618 6 1 40 1615904285 1615904338 REJECT OK
2 381595378673 eni-03f4c21a9b34126ba 185.236.11.6 172.31.50.209 40984 17963 6 1 40 1615904285 1615904338 REJECT OK
2 381595378673 eni-06418fbbac6c3100b - - - - - - - 1615904376 1615904392 - NODATA
2 381595378673 eni-06418fbbac6c3100b - - - - - - - 1615904361 1615904378 - NODATA
2 381595378673 eni-0b996ea0c10443a5a - - - - - - - 1615904336 1615904356 - NODATA
